slug,line,anchor,url,classification,status,final_url,method,error
apologetics,569,Know Your Evangelicals: Alvin Plantinga,https://www.thegospelcoalition.org/article/know-your-evangelicals-alvin-plantinga/,live,200,https://www.thegospelcoalition.org/article/know-your-evangelicals-alvin-plantinga/,HEAD,
apologetics,577,Apologetics After Christendom,https://www.christianitytoday.com/2025/11/apologetics-after-christendom/,live,200,https://www.christianitytoday.com/2025/11/apologetics-after-christendom/,HEAD,
atonement,454,J.I. Packer at 9Marks,https://www.9marks.org/article/what-did-the-cross-achieve-the-logic-of-penal-substitution/,unreachable,,,,timeout
atonement,455,TGC Essay,https://www.thegospelcoalition.org/essay/substitutionary-atonement/,live,200,https://www.thegospelcoalition.org/essay/substitutionary-atonement/,HEAD,
atonement,465,Crossway Survey,https://www.crossway.org/articles/10-theories-of-the-atonement/,live,200,https://www.crossway.org/articles/10-theories-of-the-atonement/,HEAD,
atonement,466,Christus Victor &amp; PSA,https://www.thegospelcoalition.org/article/does-christus-victor-exclude-penal-substitution/,broken,404,https://www.thegospelcoalition.org/article/does-christus-victor-exclude-penal-substitution/,HEAD,
atonement,476,TGC Response,https://www.thegospelcoalition.org/article/comer-penal-substitution/,live,200,https://www.thegospelcoalition.org/article/comer-penal-substitution/,HEAD,
atonement,477,CT Analysis,https://www.christianitytoday.com/2025/09/penal-substitutionary-atonement-debate-theology/,live,200,https://www.christianitytoday.com/2025/09/penal-substitutionary-atonement-debate-theology/,HEAD,
atonement,503,Substitutionary Atonement,https://www.thegospelcoalition.org/essay/substitutionary-atonement/,live,200,https://www.thegospelcoalition.org/essay/substitutionary-atonement/,HEAD,
atonement,511,Easing Comer's Fears on Penal Substitution,https://www.thegospelcoalition.org/article/comer-penal-substitution/,live,200,https://www.thegospelcoalition.org/article/comer-penal-substitution/,HEAD,
atonement,519,What Did the Cross Achieve?: The Logic of Penal Substitution,https://www.9marks.org/article/what-did-the-cross-achieve-the-logic-of-penal-substitution/,unreachable,,,,timeout
atonement,527,Penal Substitution in the Early Church,https://www.thegospelcoalition.org/article/penal-substitution-early-church/,live,200,https://www.thegospelcoalition.org/article/penal-substitution-early-church/,HEAD,
atonement,535,10 Things You Should Know About the Atonement,https://www.crossway.org/articles/10-things-you-should-know-about-the-atonement/,live,200,https://www.crossway.org/articles/10-things-you-should-know-about-the-atonement/,HEAD,
atonement,543,The Logic of Penal Substitution in Leviticus,https://www.thegospelcoalition.org/article/penal-substitution-leviticus/,live,200,https://www.thegospelcoalition.org/article/penal-substitution-leviticus/,HEAD,
atonement,551,Articulating the Glorious Cross to an Atonement-Rejecting Culture,https://www.desiringgod.org/interviews/articulating-the-glorious-cross-to-an-atonement-rejecting-culture,broken,403,https://www.desiringgod.org/interviews/articulating-the-glorious-cross-to-an-atonement-rejecting-culture,GET,
atonement,559,10 Theories of the Atonement,https://www.crossway.org/articles/10-theories-of-the-atonement/,live,200,https://www.crossway.org/articles/10-theories-of-the-atonement/,HEAD,
atonement,567,The Way We Debate Atonement Is a Mess,https://www.christianitytoday.com/2025/09/penal-substitutionary-atonement-debate-theology/,live,200,https://www.christianitytoday.com/2025/09/penal-substitutionary-atonement-debate-theology/,HEAD,
atonement,575,Triune Atonement,https://firstthings.com/triune-atonement-1/,live,200,https://firstthings.com/triune-atonement-1/,HEAD,
baptism,471,Why I Am a Credobaptist,https://www.thegospelcoalition.org/blogs/justin-taylor/why-i-am-a-credobaptist/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/why-i-am-a-credobaptist/,HEAD,
baptism,472,What Does the Bible Say About Baptism?,https://www.desiringgod.org/articles/what-does-the-bible-say-about-baptism,broken,403,https://www.desiringgod.org/articles/what-does-the-bible-say-about-baptism,GET,
baptism,482,The Case for Paedobaptism,https://www.thegospelcoalition.org/blogs/justin-taylor/case-for-paedobaptism/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/case-for-paedobaptism/,HEAD,
baptism,483,A Paedobaptist Position on Baptism,https://www.ligonier.org/learn/series/baptism_debate/paedobaptist-position/,broken,404,https://learn.ligonier.org/series/baptism_debate/paedobaptist-position,HEAD,
baptism,493,17 Statements Both Can Affirm,https://www.thegospelcoalition.org/blogs/justin-taylor/17-statements-paedobaptist-credobaptist-can-affirm/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/17-statements-paedobaptist-credobaptist-can-affirm/,HEAD,
baptism,494,The Heart of the Debate,https://www.thegospelcoalition.org/blogs/thabiti-anyabwile/heart-of-paedo-vs-credobaptist-matter/,live,200,https://www.thegospelcoalition.org/blogs/thabiti-anyabwile/heart-of-paedo-vs-credobaptist-matter/,HEAD,
baptism,520,Why I Am a Credobaptist,https://www.thegospelcoalition.org/blogs/justin-taylor/why-i-am-a-credobaptist/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/why-i-am-a-credobaptist/,HEAD,
baptism,528,The Case for Paedobaptism,https://www.thegospelcoalition.org/blogs/justin-taylor/case-for-paedobaptism/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/case-for-paedobaptism/,HEAD,
baptism,536,What Does the Bible Say About Baptism? Six Texts We Cannot Ignore,https://www.desiringgod.org/articles/what-does-the-bible-say-about-baptism,broken,403,https://www.desiringgod.org/articles/what-does-the-bible-say-about-baptism,GET,
baptism,544,A Paedobaptist Position on Baptism,https://www.ligonier.org/learn/series/baptism_debate/paedobaptist-position/,broken,404,https://learn.ligonier.org/series/baptism_debate/paedobaptist-position,HEAD,
baptism,552,A Credobaptist Position on Baptism,https://www.ligonier.org/learn/series/baptism_debate/credobaptist-position,broken,404,https://learn.ligonier.org/series/baptism_debate/credobaptist-position,HEAD,
baptism,560,17 Statements That a Paedobaptist and a Credobaptist Can Both Affirm,https://www.thegospelcoalition.org/blogs/justin-taylor/17-statements-paedobaptist-credobaptist-can-affirm/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/17-statements-paedobaptist-credobaptist-can-affirm/,HEAD,
baptism,568,"The ""Heart"" of the Paedo- vs. Credobaptist Matter",https://www.thegospelcoalition.org/blogs/thabiti-anyabwile/heart-of-paedo-vs-credobaptist-matter/,live,200,https://www.thegospelcoalition.org/blogs/thabiti-anyabwile/heart-of-paedo-vs-credobaptist-matter/,HEAD,
baptism,576,10 Things You Should Know About Baptism,https://www.crossway.org/articles/10-things-you-should-know-about-baptism/,live,200,https://www.crossway.org/articles/10-things-you-should-know-about-baptism/,HEAD,
baptism,584,Water Works: Why Baptism Is Essential,https://www.christianitytoday.com/2014/07/water-works-why-baptism-is-essential/,live,200,https://www.christianitytoday.com/2014/07/water-works-why-baptism-is-essential/,HEAD,
baptism,592,Raising Children Well: Baptism as an Expression of Love,https://reformation21.org/raising-children-well-baptism-as-an-expression-of-love/,live,200,https://reformation21.org/raising-children-well-baptism-as-an-expression-of-love/,HEAD,
biblical-inerrancy,455,What Is Biblical Inerrancy? – Ligonier,https://www.ligonier.org/learn/articles/what-is-biblical-inerrancy,broken,404,https://learn.ligonier.org/articles/what-is-biblical-inerrancy,HEAD,
biblical-inerrancy,456,The Inerrancy of Scripture – TGC,https://www.thegospelcoalition.org/essay/the-inerrancy-of-scripture/,broken,404,https://www.thegospelcoalition.org/essay/the-inerrancy-of-scripture/,HEAD,
biblical-inerrancy,466,The Inerrancy Battle – Christianity Today,https://www.christianitytoday.com/ct/2016/january-web-only/inerrancy-battle/,broken,404,https://www.christianitytoday.com/ct/2016/january-web-only/inerrancy-battle/,HEAD,
biblical-inerrancy,467,The Strong Doctrine of Biblical Inerrancy – Mere Orthodoxy,https://mereorthodoxy.com/the-strong-doctrine-of-biblical-inerrancy/,live,200,https://mereorthodoxy.com/the-strong-doctrine-of-biblical-inerrancy,HEAD,
biblical-inerrancy,477,What Is Inerrancy and Why Do We Need It? – TGC,https://www.thegospelcoalition.org/blogs/justin-taylor/what-is-inerrancy-and-why-do-we-need-the-word-packer-and-frame/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/what-is-inerrancy-and-why-do-we-need-the-word-packer-and-frame/,HEAD,
biblical-inerrancy,478,Inerrancy Part 1 – Crossway,https://www.crossway.org/articles/inerrancy-part-1/,live,200,https://www.crossway.org/articles/inerrancy-part-1/,HEAD,
biblical-inerrancy,504,What Is Biblical Inerrancy?,https://www.ligonier.org/learn/articles/what-is-biblical-inerrancy,broken,404,https://learn.ligonier.org/articles/what-is-biblical-inerrancy,HEAD,
biblical-inerrancy,512,The Chicago Statement on Biblical Inerrancy,https://www.thegospelcoalition.org/themelios/article/the-chicago-statement-on-biblical-inerrancy/,live,200,https://www.thegospelcoalition.org/themelios/article/the-chicago-statement-on-biblical-inerrancy/,HEAD,
biblical-inerrancy,520,The Authority and Inerrancy of Scripture,https://www.thegospelcoalition.org/essay/authority-inerrancy-scripture/,live,200,https://www.thegospelcoalition.org/essay/authority-inerrancy-scripture/,HEAD,
biblical-inerrancy,528,What Is Inerrancy?,https://www.desiringgod.org/interviews/what-is-inerrancy,broken,403,https://www.desiringgod.org/interviews/what-is-inerrancy,GET,
biblical-inerrancy,536,"Inerrancy Part 1: If God Wrote the Bible, Why Are There So Many Discrepancies?",https://www.crossway.org/articles/inerrancy-part-1/,live,200,https://www.crossway.org/articles/inerrancy-part-1/,HEAD,
biblical-inerrancy,544,Contemporary Challenges to Inerrancy,https://www.thegospelcoalition.org/essay/contemporary-challenges-to-inerrancy/,live,200,https://www.thegospelcoalition.org/essay/contemporary-challenges-to-inerrancy/,HEAD,
biblical-inerrancy,552,Inerrancy of the Bible: An Annotated Bibliography,https://www.9marks.org/article/inerrancy-bible-annotated-bibliography/,live,200,https://www.9marks.org/article/inerrancy-bible-annotated-bibliography/,HEAD,
biblical-inerrancy,560,How Is the Bible Without Error?,https://www.desiringgod.org/articles/how-is-the-bible-without-error,broken,403,https://www.desiringgod.org/articles/how-is-the-bible-without-error,GET,
biblical-inerrancy,568,What Is Inerrancy and Why Do We Need the Word? Packer and Frame,https://www.thegospelcoalition.org/blogs/justin-taylor/what-is-inerrancy-and-why-do-we-need-the-word-packer-and-frame/,live,200,https://www.thegospelcoalition.org/blogs/justin-taylor/what-is-inerrancy-and-why-do-we-need-the-word-packer-and-frame/,HEAD,
biblical-inerrancy,576,Revisiting the 1978 Chicago Statement on Biblical Inerrancy,https://www.modernreformation.org/resources/articles/revisiting-the-1978-chicago-statement-on-biblical-inerrancy,live,200,https://www.modernreformation.org/resources/articles/revisiting-the-1978-chicago-statement-on-biblical-inerrancy,HEAD,
biblical-justice,451,Onward: Engaging the Culture Without Losing the Gospel,https://www.crossway.org/books/onward-2/,broken,404,https://www.crossway.org/books/onward-2/,HEAD,
biblical-justice,452,The Righteousness of God,https://www.desiringgod.org/articles/the-righteousness-of-god/,broken,403,https://www.desiringgod.org/articles/the-righteousness-of-god/,GET,
biblical-justice,462,Stamped from the Beginning,https://www.beacon.org/Stamped-from-the-Beginning-P1152.aspx,live,200,https://www.beacon.org/Stamped-from-the-Beginning-P1152.aspx,HEAD,
biblical-justice,463,The Third Reconstruction,https://www.beacon.org/The-Third-Reconstruction-P1282.aspx,live,200,https://www.beacon.org/The-Third-Reconstruction-P1282.aspx,HEAD,
biblical-justice,473,Generous Justice,https://www.penguinrandomhouse.com/books/291938/generous-justice-by-timothy-keller/,live,200,https://www.penguinrandomhouse.com/books/291938/generous-justice-by-timothy-keller/,HEAD,
biblical-justice,474,The Bible and Social Justice,https://www.crossway.org/articles/the-bible-and-social-justice/,broken,404,https://www.crossway.org/articles/the-bible-and-social-justice/,HEAD,
biblical-literacy,455,Article on this topic,https://www.thegospelcoalition.org/article/topic/,broken,404,https://www.thegospelcoalition.org/article/topic/,HEAD,
biblical-literacy,456,Further reading,https://www.crossway.org/articles/topic/,broken,404,https://www.crossway.org/articles/topic/,HEAD,
biblical-literacy,466,Article on this topic,https://www.desiringgod.org/articles/topic/,broken,403,https://www.desiringgod.org/articles/topic/,GET,
biblical-literacy,467,Further reading,https://www.9marks.org/article/topic/,broken,444,https://www.9marks.org/article/topic/,HEAD,
biblical-literacy,477,Article on this topic,https://christianitytoday.com/article/topic/,broken,404,https://www.christianitytoday.com/article/topic/,HEAD,
biblical-literacy,478,Further reading,https://firstthings.com/article/topic/,broken,404,https://firstthings.com/article/topic/,HEAD,
biblical-literacy,504,Understanding Biblical Literacy,https://www.thegospelcoalition.org/article/topic-overview/,broken,404,https://www.thegospelcoalition.org/article/topic-overview/,HEAD,
biblical-literacy,512,Scripture on Biblical Literacy: A Biblical Overview,https://www.crossway.org/articles/topic-biblical/,broken,404,https://www.crossway.org/articles/topic-biblical/,HEAD,
biblical-literacy,520,Biblical Literacy and the Gospel,https://www.desiringgod.org/articles/topic-gospel/,broken,403,https://www.desiringgod.org/articles/topic-gospel/,GET,
biblical-literacy,528,Historical Perspectives on Biblical Literacy,https://www.9marks.org/article/topic-history/,broken,404,https://www.9marks.org/article/topic-history/,HEAD,
biblical-literacy,536,Position One on Biblical Literacy,https://www.ligonier.org/learn/articles/topic-position-one/,broken,404,https://learn.ligonier.org/articles/topic-position-one,HEAD,
biblical-literacy,544,Alternative Perspectives on Biblical Literacy,https://www.christianitytoday.com/article/topic-alternative/,broken,404,https://www.christianitytoday.com/article/topic-alternative/,HEAD,
biblical-literacy,552,Biblical Literacy in the Church Today,https://www.albertmohler.com/2024/topic-church-today/,unreachable,,,,timeout
biblical-literacy,560,Practicing Biblical Literacy: From Theology to Life,https://firstthings.com/article/topic-practice/,broken,404,https://firstthings.com/article/topic-practice/,HEAD,
biblical-sexuality,451,What Does the Bible Really Teach about Homosexuality?,https://www.crossway.org/articles/what-does-the-bible-really-teach-about-homosexuality/,live,200,https://www.crossway.org/articles/what-does-the-bible-really-teach-about-homosexuality/,HEAD,
biblical-sexuality,452,Practicing the Prohibition: Why Biblical Christians Cannot Affirm Same-Sex Marriage,https://www.desiringgod.org/articles/same-sex-marriage/,broken,403,https://www.desiringgod.org/articles/same-sex-marriage/,GET,
biblical-sexuality,462,God and the Gay Christian,https://www.matthewvines.com/,live,200,https://matthewvines.com/,HEAD,
biblical-sexuality,463,What Christians Get Wrong About LGBTQ+ People,https://www.christianitytoday.com/ct/2021/july-august/lgbtq-christians-need-our-support.html,broken,404,https://www.christianitytoday.com/ct/2021/july-august/lgbtq-christians-need-our-support.html,HEAD,
biblical-sexuality,473,Is God Anti-Gay?,https://www.samallberry.com/,live,200,https://samallberry.com/,HEAD,
biblical-sexuality,474,The Gospel Comes With a House Key,https://www.crossway.org/books/the-gospel-comes-with-a-house-key/,broken,404,https://www.crossway.org/books/the-gospel-comes-with-a-house-key/,HEAD,
christian-education,455,Article on this topic,https://www.thegospelcoalition.org/article/topic/,broken,404,https://www.thegospelcoalition.org/article/topic/,HEAD,
christian-education,456,Further reading,https://www.crossway.org/articles/topic/,broken,404,https://www.crossway.org/articles/topic/,HEAD,
christian-education,466,Article on this topic,https://www.desiringgod.org/articles/topic/,broken,403,https://www.desiringgod.org/articles/topic/,GET,
christian-education,467,Further reading,https://www.9marks.org/article/topic/,broken,444,https://www.9marks.org/article/topic/,HEAD,
christian-education,477,Article on this topic,https://christianitytoday.com/article/topic/,broken,404,https://www.christianitytoday.com/article/topic/,HEAD,
christian-education,478,Further reading,https://firstthings.com/article/topic/,broken,404,https://firstthings.com/article/topic/,HEAD,
christian-education,504,Understanding Christian Education,https://www.thegospelcoalition.org/article/topic-overview/,broken,404,https://www.thegospelcoalition.org/article/topic-overview/,HEAD,
christian-education,512,Scripture on Christian Education: A Biblical Overview,https://www.crossway.org/articles/topic-biblical/,broken,404,https://www.crossway.org/articles/topic-biblical/,HEAD,
christian-education,520,Christian Education and the Gospel,https://www.desiringgod.org/articles/topic-gospel/,broken,403,https://www.desiringgod.org/articles/topic-gospel/,GET,
christian-education,528,Historical Perspectives on Christian Education,https://www.9marks.org/article/topic-history/,broken,404,https://www.9marks.org/article/topic-history/,HEAD,
christian-education,536,Position One on Christian Education,https://www.ligonier.org/learn/articles/topic-position-one/,broken,404,https://learn.ligonier.org/articles/topic-position-one,HEAD,
christian-education,544,Alternative Perspectives on Christian Education,https://www.christianitytoday.com/article/topic-alternative/,broken,404,https://www.christianitytoday.com/article/topic-alternative/,HEAD,
christian-education,552,Christian Education in the Church Today,https://www.albertmohler.com/2024/topic-church-today/,unreachable,,,,timeout
